location_name,level,cause_group,cause_name,pct_s,pct_ms,pct_m,prop_s
Africa,3,Other non-communicable diseases,Thalassemias,0.0,0.0,0.0,0.0
Africa,3,Other non-communicable diseases,G6PD deficiency,0.0,0.0,0.0,0.0
Africa,3,Other non-communicable diseases,Thyroid diseases,0.0,0.0,0.0,0.0
Africa,3,Other non-communicable diseases,Digestive congenital anomalies,0.0,0.0,0.0,0.0
Africa,3,Respiratory infections and tuberculosis,COVID-19,0.0003,0.0079,0.0076,0.039
Africa,3,Respiratory infections and tuberculosis,Drug-susceptible tuberculosis,0.0,0.0029,0.0029,0.0
Africa,3,Respiratory infections and tuberculosis,Multidrug-resistant tuberculosis without extensive drug resistance,0.0,0.0001,0.0001,0.0
Africa,3,Respiratory infections and tuberculosis,Otitis media,0.0,0.0,0.0,0.0
Africa,3,Respiratory infections and tuberculosis,Upper respiratory infections,0.0,0.0,0.0,0.0
Africa,3,Respiratory infections and tuberculosis,Lower respiratory infections,0.0,0.0,0.0,0.0
Africa,3,Respiratory infections and tuberculosis,Extensively drug-resistant tuberculosis,0.0,0.0,0.0,0.0
Africa,3,Sense organ diseases,Age-related and other hearing loss,0.0,0.0036,0.0036,0.0
Africa,3,Sense organ diseases,Cataract,0.0,0.0022,0.0022,0.0
Africa,3,Sense organ diseases,Other vision loss,0.0,0.0014,0.0014,0.0
Africa,3,Sense organ diseases,Refraction disorders,0.0,0.0009,0.0009,0.0
Africa,3,Sense organ diseases,Glaucoma,0.0,0.0005,0.0005,0.0
Africa,3,Sense organ diseases,Age-related macular degeneration,0.0,0.0002,0.0002,0.0
Africa,3,Skin and subcutaneous diseases,Urticaria,0.0,0.0021,0.0021,0.0
Africa,3,Skin and subcutaneous diseases,Atopic dermatitis,0.0002,0.001,0.0008,0.1609
Africa,3,Skin and subcutaneous diseases,Acne vulgaris,0.0,0.0008,0.0008,0.0
Africa,3,Skin and subcutaneous diseases,Contact dermatitis,0.0,0.0005,0.0005,0.0
Africa,3,Skin and subcutaneous diseases,Psoriasis,0.0002,0.0005,0.0003,0.4358
Africa,3,Substance use disorders,Alcohol use disorders,0.0004,0.001,0.0006,0.3905
Africa,3,Substance use disorders,Opioid use disorders,0.0003,0.0005,0.0002,0.5519
Africa,3,Substance use disorders,Cannabis use disorders,0.0,0.0001,0.0001,0.0
Africa,3,Substance use disorders,Amphetamine use disorders,0.0,0.0001,0.0001,0.027
Africa,3,Substance use disorders,Cocaine use disorders,0.0,0.0,0.0,0.2138
Americas,3,Cardiovascular diseases,Atrial fibrillation and flutter,0.0,0.0046,0.0046,0.0
Americas,3,Cardiovascular diseases,Other cardiovascular and circulatory diseases,0.0,0.0039,0.0039,0.0
Americas,3,Cardiovascular diseases,Ischemic stroke,0.0004,0.0027,0.0024,0.1291
Americas,3,Cardiovascular diseases,Ischemic heart disease,0.0,0.0011,0.0011,0.0
Americas,3,Cardiovascular diseases,Hypertensive heart disease,0.0,0.0006,0.0006,0.0
Americas,3,Cardiovascular diseases,Intracerebral hemorrhage,0.0001,0.0005,0.0004,0.1736
Americas,3,Cardiovascular diseases,Subarachnoid hemorrhage,0.0001,0.0003,0.0003,0.154
Americas,3,Cardiovascular diseases,Other cardiomyopathy,0.0,0.0003,0.0003,0.0
Americas,3,Cardiovascular diseases,Non-rheumatic calcific aortic valve disease,0.0,0.0002,0.0002,0.0
Americas,3,Cardiovascular diseases,Non-rheumatic degenerative mitral valve disease,0.0,0.0001,0.0001,0.0
Americas,3,Cardiovascular diseases,Alcoholic cardiomyopathy,0.0,0.0,0.0,0.0
Americas,3,Cardiovascular diseases,Rheumatic heart disease,0.0,0.0,0.0,0.0
Americas,3,Cardiovascular diseases,Endocarditis,0.0,0.0,0.0,0.0
Americas,3,Cardiovascular diseases,Myocarditis,0.0,0.0,0.0,0.0
Americas,3,Cardiovascular diseases,Pulmonary Arterial Hypertension,0.0,0.0,0.0,0.0
Americas,3,Cardiovascular diseases,Other non-rheumatic valve diseases,0.0,0.0,0.0,0.0
Americas,3,Chronic respiratory diseases,Chronic obstructive pulmonary disease,0.0,0.0067,0.0067,0.0
Americas,3,Chronic respiratory diseases,Interstitial lung disease and pulmonary sarcoidosis,0.0,0.0004,0.0004,0.0
Americas,3,Chronic respiratory diseases,Asbestosis,0.0,0.0,0.0,0.0149
Americas,3,Chronic respiratory diseases,Silicosis,0.0,0.0,0.0,0.0171
Americas,3,Chronic respiratory diseases,Other pneumoconiosis,0.0,0.0,0.0,0.0148
Americas,3,Chronic respiratory diseases,Coal workers pneumoconiosis,0.0,0.0,0.0,0.0143
Americas,3,Diabetes and kidney diseases,Diabetes mellitus type 2,0.0,0.0018,0.0018,0.0
Americas,3,Diabetes and kidney diseases,Chronic kidney disease due to other and unspecified causes,0.0004,0.0006,0.0003,0.5793
Americas,3,Diabetes and kidney diseases,Chronic kidney disease due to diabetes mellitus type 2,0.0001,0.0005,0.0004,0.1658
Americas,3,Diabetes and kidney diseases,Chronic kidney disease due to hypertension,0.0002,0.0003,0.0001,0.5446
Americas,3,Diabetes and kidney diseases,Chronic kidney disease due to glomerulonephritis,0.0003,0.0003,0.0,0.955
Americas,3,Diabetes and kidney diseases,Diabetes mellitus type 1,0.0,0.0001,0.0001,0.0
Americas,3,Diabetes and kidney diseases,Chronic kidney disease due to diabetes mellitus type 1,0.0001,0.0001,0.0,0.915
Americas,3,Digestive diseases,Ulcerative colitis,0.0,0.0004,0.0004,0.0
Americas,3,Digestive diseases,Crohn's disease,0.0,0.0003,0.0003,0.0
Americas,3,Digestive diseases,"Inguinal, femoral, and abdominal hernia",0.0,0.0003,0.0003,0.0
Americas,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to hepatitis C,0.0,0.0001,0.0001,0.0
Americas,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to alcohol use,0.0,0.0001,0.0001,0.0
Americas,3,Digestive diseases,Pancreatitis,0.0,0.0001,0.0001,0.0
Americas,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to other causes,0.0,0.0001,0.0001,0.0
Americas,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to NAFLD,0.0,0.0,0.0,0.0
Americas,3,Digestive diseases,Vascular intestinal disorders,0.0,0.0,0.0,0.0
Americas,3,Digestive diseases,Gastritis and duodenitis,0.0,0.0,0.0,0.0
Americas,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to hepatitis B,0.0,0.0,0.0,0.0
Americas,3,Digestive diseases,Peptic ulcer disease,0.0,0.0,0.0,0.0
Americas,3,Enteric infections,Diarrheal diseases,0.0,0.0,0.0,0.0
Americas,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS resulting in other diseases,0.0001,0.0002,0.0002,0.2338
Americas,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Drug-susceptible Tuberculosis,0.0,0.0,0.0,0.0
Americas,3,HIV/AIDS and sexually transmitted infections,Syphilis,0.0,0.0,0.0,0.1084
Americas,3,HIV/AIDS and sexually transmitted infections,Other sexually transmitted infections,0.0,0.0,0.0,0.0
Americas,3,HIV/AIDS and sexually transmitted infections,Chlamydial infection,0.0,0.0,0.0,0.0
Americas,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,0.0,0.0,0.0,0.0
Americas,3,HIV/AIDS and sexually transmitted infections,Gonococcal infection,0.0,0.0,0.0,0.0
Americas,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Extensively drug-resistant Tuberculosis,0.0,0.0,0.0,0.0
Americas,3,Injuries,injuries,0.0,0.0081,0.0081,0.0
Americas,3,Maternal and neonatal disorders,Neonatal preterm birth,0.0009,0.0026,0.0018,0.3299
Americas,3,Maternal and neonatal disorders,Neonatal encephalopathy due to birth asphyxia and trauma,0.0004,0.001,0.0007,0.3606
Americas,3,Maternal and neonatal disorders,Neonatal sepsis and other neonatal infections,0.0002,0.0004,0.0003,0.3663
Americas,3,Maternal and neonatal disorders,Hemolytic disease and other neonatal jaundice,0.0001,0.0002,0.0001,0.3642
Americas,3,Maternal and neonatal disorders,Maternal obstructed labor and uterine rupture,0.0,0.0,0.0,
Americas,3,Mental disorders,Anxiety disorders,0.0,0.013,0.013,0.0
Americas,3,Mental disorders,Major depressive disorder,0.0042,0.0119,0.0076,0.3559
Americas,3,Mental disorders,Bipolar disorder,0.0,0.0044,0.0044,0.0
Americas,3,Mental disorders,Schizophrenia,0.0031,0.0031,0.0,1.0
Americas,3,Mental disorders,Autism spectrum disorders,0.0,0.0026,0.0026,0.0
Americas,3,Mental disorders,Conduct disorder,0.0,0.0025,0.0025,0.0
Americas,3,Mental disorders,Bulimia nervosa,0.0,0.0025,0.0025,0.0
Americas,3,Mental disorders,Other mental disorders,0.0,0.0014,0.0014,0.0
Americas,3,Mental disorders,Anorexia nervosa,0.0,0.0008,0.0008,0.0
Americas,3,Mental disorders,Idiopathic developmental intellectual disability,0.0,0.0002,0.0002,0.0
Americas,3,Musculoskeletal disorders,Low back pain,0.0,0.029,0.029,0.0
Americas,3,Musculoskeletal disorders,Other musculoskeletal disorders,0.0072,0.0205,0.0133,0.3498
Americas,3,Musculoskeletal disorders,Neck pain,0.0,0.0059,0.0059,0.0
Americas,3,Musculoskeletal disorders,Osteoarthritis knee,0.0,0.0056,0.0056,0.0
Americas,3,Musculoskeletal disorders,Osteoarthritis hand,0.0,0.004,0.004,0.0
Americas,3,Musculoskeletal disorders,Gout,0.0002,0.0012,0.001,0.1291
Americas,3,Musculoskeletal disorders,Osteoarthritis other,0.0,0.0009,0.0009,0.0
Americas,3,Musculoskeletal disorders,Osteoarthritis hip,0.0,0.0008,0.0008,0.0
Americas,3,Musculoskeletal disorders,Rheumatoid arthritis,0.0003,0.0007,0.0005,0.3839
Americas,3,Neglected tropical diseases and malaria,Cysticercosis,0.0,0.0015,0.0015,0.0
Americas,3,Neglected tropical diseases and malaria,Dengue,0.0,0.0007,0.0007,0.0
Americas,3,Neglected tropical diseases and malaria,Chagas disease,0.0,0.0001,0.0001,0.0
Americas,3,Neglected tropical diseases and malaria,Food-borne trematodiases,0.0,0.0,0.0,0.0
Americas,3,Neglected tropical diseases and malaria,Trachoma,0.0,0.0,0.0,0.0
Americas,3,Neglected tropical diseases and malaria,Onchocerciasis,0.0,0.0,0.0,0.0
Americas,3,Neglected tropical diseases and malaria,Malaria,0.0,0.0,0.0,0.38
Americas,3,Neglected tropical diseases and malaria,Cystic echinococcosis,0.0,0.0,0.0,0.0
Americas,3,Neglected tropical diseases and malaria,Schistosomiasis,0.0,0.0,0.0,0.0
Americas,3,Neglected tropical diseases and malaria,Zika virus,0.0,0.0,0.0,0.857
Americas,3,Neglected tropical diseases and malaria,African trypanosomiasis,0.0,0.0,0.0,
Americas,3,Neglected tropical diseases and malaria,Ebola,0.0,0.0,0.0,
Americas,3,Neoplasms,Prostate cancer,0.0,0.0007,0.0007,0.0
Americas,3,Neoplasms,Breast cancer,0.0,0.0003,0.0002,0.0441
Americas,3,Neoplasms,Colon and rectum cancer,0.0,0.0002,0.0002,0.0
Americas,3,Neoplasms,"Tracheal, bronchus, and lung cancer",0.0,0.0002,0.0002,0.0
Americas,3,Neoplasms,Other non-Hodgkin lymphoma,0.0,0.0001,0.0001,0.0489
Americas,3,Neoplasms,Bladder cancer,0.0,0.0001,0.0001,0.0351
Americas,3,Neoplasms,Uterine cancer,0.0,0.0001,0.0001,0.0408
Americas,3,Neoplasms,Non-melanoma skin cancer (squamous-cell carcinoma),0.0,0.0001,0.0001,0.0
Americas,3,Neoplasms,Cervical cancer,0.0,0.0001,0.0001,0.0696
Americas,3,Neoplasms,Ovarian cancer,0.0,0.0001,0.0001,0.0623
Americas,3,Neoplasms,Stomach cancer,0.0,0.0001,0.0001,0.0
Americas,3,Neoplasms,Kidney cancer,0.0,0.0001,0.0001,0.0796
Americas,3,Neoplasms,Pancreatic cancer,0.0,0.0001,0.0,0.1601
Americas,3,Neoplasms,Malignant skin melanoma,0.0,0.0,0.0,0.0642
Americas,3,Neoplasms,Chronic lymphoid leukemia,0.0,0.0,0.0,0.0292
Americas,3,Neoplasms,Brain and central nervous system cancer,0.0,0.0,0.0,0.1108
Americas,3,Neoplasms,Lip and oral cavity cancer,0.0,0.0,0.0,0.0763
Americas,3,Neoplasms,Multiple myeloma,0.0,0.0,0.0,0.0702
Americas,3,Neoplasms,Other malignant neoplasms,0.0,0.0,0.0,0.0982
Americas,3,Neoplasms,Esophageal cancer,0.0,0.0,0.0,0.1343
Americas,3,Neoplasms,Larynx cancer,0.0,0.0,0.0,0.0658
Americas,3,Neoplasms,Soft tissue and other extraosseous sarcomas,0.0,0.0,0.0,0.0522
Americas,3,Neoplasms,Acute myeloid leukemia,0.0,0.0,0.0,0.1405
Americas,3,Neoplasms,Thyroid cancer,0.0,0.0,0.0,0.0415
Americas,3,Neoplasms,Gallbladder and biliary tract cancer,0.0,0.0,0.0,0.1457
Americas,3,Neoplasms,Other pharynx cancer,0.0,0.0,0.0,0.0978
Americas,3,Neoplasms,Malignant neoplasm of bone and articular cartilage,0.0,0.0,0.0,0.0297
Americas,3,Neoplasms,Testicular cancer,0.0,0.0,0.0,0.0585
Americas,3,Neoplasms,Acute lymphoid leukemia,0.0,0.0,0.0,0.0716
Americas,3,Neoplasms,Liver cancer due to hepatitis C,0.0,0.0,0.0,0.1559
Americas,3,Neoplasms,Other leukemia,0.0,0.0,0.0,0.0353
Americas,3,Neoplasms,Liver cancer due to alcohol use,0.0,0.0,0.0,0.1543
Americas,3,Neoplasms,Hodgkin lymphoma,0.0,0.0,0.0,0.0515
Americas,3,Neoplasms,Chronic myeloid leukemia,0.0,0.0,0.0,0.1308
Americas,3,Neoplasms,Mesothelioma,0.0,0.0,0.0,0.1135
Americas,3,Neoplasms,Liver cancer due to hepatitis B,0.0,0.0,0.0,0.1538
Americas,3,Neoplasms,Burkitt lymphoma,0.0,0.0,0.0,0.0529
Americas,3,Neoplasms,Nasopharynx cancer,0.0,0.0,0.0,0.0697
Americas,3,Neoplasms,Liver cancer due to NASH,0.0,0.0,0.0,0.1558
Americas,3,Neoplasms,Other eye cancers,0.0,0.0,0.0,0.0424
Americas,3,Neoplasms,Liver cancer due to other causes,0.0,0.0,0.0,0.1537
Americas,3,Neoplasms,Neuroblastoma and other peripheral nervous cell tumors,0.0,0.0,0.0,0.0512
Americas,3,Neoplasms,Retinoblastoma,0.0,0.0,0.0,0.0079
Americas,3,Neoplasms,Hepatoblastoma,0.0,0.0,0.0,0.0132
Americas,3,Neurological disorders,Migraine,0.0,0.0173,0.0173,0.0
Americas,3,Neurological disorders,Alzheimer's disease and other dementias,0.0,0.0051,0.0051,0.0
Americas,3,Neurological disorders,Idiopathic epilepsy,0.0015,0.0029,0.0013,0.5306
Americas,3,Neurological disorders,Tension-type headache,0.0,0.0017,0.0017,0.0
Americas,3,Neurological disorders,Parkinson's disease,0.0,0.0007,0.0007,0.0
Americas,3,Neurological disorders,Multiple sclerosis,0.0001,0.0004,0.0004,0.1526
Americas,3,Neurological disorders,Motor neuron disease,0.0,0.0,0.0,0.1575
Americas,3,Neurological disorders,Other neurological disorders,0.0,0.0,0.0,0.0
Americas,3,Nutritional deficiencies,Vitamin A deficiency,0.0,0.0001,0.0001,0.0
Americas,3,Nutritional deficiencies,Iodine deficiency,0.0,0.0,0.0,0.0
Americas,3,Nutritional deficiencies,Protein-energy malnutrition,0.0,0.0,0.0,0.0
Americas,3,Other infectious diseases,Meningitis,0.0,0.0001,0.0001,0.0001
Americas,3,Other infectious diseases,Encephalitis,0.0,0.0,0.0,0.0001
Americas,3,Other infectious diseases,Other unspecified infectious diseases,0.0,0.0,0.0,0.0
Americas,3,Other infectious diseases,Tetanus,0.0,0.0,0.0,0.3649
Americas,3,Other non-communicable diseases,Other gynecological diseases,0.0,0.0033,0.0033,0.0
Americas,3,Other non-communicable diseases,Congenital musculoskeletal and limb anomalies,0.0,0.0017,0.0017,0.0
Americas,3,Other non-communicable diseases,Endometriosis,0.0,0.0003,0.0003,0.0
Americas,3,Other non-communicable diseases,Other chromosomal abnormalities,0.0,0.0002,0.0002,0.0321
Americas,3,Other non-communicable diseases,Other congenital birth defects,0.0,0.0002,0.0002,0.0
Americas,3,Other non-communicable diseases,Congenital heart anomalies,0.0,0.0002,0.0002,0.0
Americas,3,Other non-communicable diseases,Down syndrome,0.0,0.0001,0.0001,0.0009
Americas,3,Other non-communicable diseases,Neural tube defects,0.0,0.0001,0.0001,0.0698
Americas,3,Other non-communicable diseases,Urogenital congenital anomalies,0.0,0.0,0.0,0.0
Americas,3,Other non-communicable diseases,Sickle cell disorders,0.0,0.0,0.0,0.0514
Americas,3,Other non-communicable diseases,Thyroid diseases,0.0,0.0,0.0,0.0
Americas,3,Other non-communicable diseases,Other hemoglobinopathies and hemolytic anemias,0.0,0.0,0.0,0.0
Americas,3,Other non-communicable diseases,Uterine fibroids,0.0,0.0,0.0,0.0
Americas,3,Other non-communicable diseases,Digestive congenital anomalies,0.0,0.0,0.0,0.0
Americas,3,Other non-communicable diseases,Thalassemias,0.0,0.0,0.0,0.0
Americas,3,Other non-communicable diseases,G6PD deficiency,0.0,0.0,0.0,0.0
Americas,3,Respiratory infections and tuberculosis,COVID-19,0.0003,0.0064,0.0062,0.0404
Americas,3,Respiratory infections and tuberculosis,Drug-susceptible tuberculosis,0.0,0.0002,0.0002,0.0
Americas,3,Respiratory infections and tuberculosis,Otitis media,0.0,0.0,0.0,0.0
Americas,3,Respiratory infections and tuberculosis,Upper respiratory infections,0.0,0.0,0.0,0.0
Americas,3,Respiratory infections and tuberculosis,Multidrug-resistant tuberculosis without extensive drug resistance,0.0,0.0,0.0,0.0
Americas,3,Respiratory infections and tuberculosis,Lower respiratory infections,0.0,0.0,0.0,0.0
Americas,3,Respiratory infections and tuberculosis,Extensively drug-resistant tuberculosis,0.0,0.0,0.0,0.0
Americas,3,Sense organ diseases,Age-related and other hearing loss,0.0,0.0046,0.0046,0.0
Americas,3,Sense organ diseases,Cataract,0.0,0.0023,0.0023,0.0
Americas,3,Sense organ diseases,Other vision loss,0.0,0.0021,0.0021,0.0
Americas,3,Sense organ diseases,Refraction disorders,0.0,0.0016,0.0016,0.0
Americas,3,Sense organ diseases,Glaucoma,0.0,0.0006,0.0006,0.0
Americas,3,Sense organ diseases,Age-related macular degeneration,0.0,0.0002,0.0002,0.0
Americas,3,Skin and subcutaneous diseases,Urticaria,0.0,0.0018,0.0018,0.0
Americas,3,Skin and subcutaneous diseases,Psoriasis,0.0007,0.0017,0.001,0.4358
Americas,3,Skin and subcutaneous diseases,Atopic dermatitis,0.0002,0.0015,0.0013,0.1608
Americas,3,Skin and subcutaneous diseases,Contact dermatitis,0.0,0.001,0.001,0.0
Americas,3,Skin and subcutaneous diseases,Acne vulgaris,0.0,0.0004,0.0004,0.0
Americas,3,Substance use disorders,Opioid use disorders,0.0034,0.0062,0.0028,0.5519
Americas,3,Substance use disorders,Alcohol use disorders,0.0011,0.0028,0.0017,0.3914
Americas,3,Substance use disorders,Cocaine use disorders,0.0,0.0006,0.0006,0.0316
Americas,3,Substance use disorders,Amphetamine use disorders,0.0,0.0004,0.0004,0.0308
Americas,3,Substance use disorders,Cannabis use disorders,0.0,0.0003,0.0003,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Other cardiovascular and circulatory diseases,0.0,0.0018,0.0018,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Ischemic stroke,0.0004,0.0018,0.0013,0.2461
Eastern Mediterranean,3,Cardiovascular diseases,Atrial fibrillation and flutter,0.0,0.0009,0.0009,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Ischemic heart disease,0.0,0.0005,0.0005,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Intracerebral hemorrhage,0.0001,0.0004,0.0003,0.296
Eastern Mediterranean,3,Cardiovascular diseases,Hypertensive heart disease,0.0,0.0004,0.0004,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Subarachnoid hemorrhage,0.0001,0.0002,0.0001,0.2768
Eastern Mediterranean,3,Cardiovascular diseases,Other cardiomyopathy,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Rheumatic heart disease,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Non-rheumatic degenerative mitral valve disease,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Non-rheumatic calcific aortic valve disease,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Myocarditis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Endocarditis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Pulmonary Arterial Hypertension,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Alcoholic cardiomyopathy,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Cardiovascular diseases,Other non-rheumatic valve diseases,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Chronic respiratory diseases,Chronic obstructive pulmonary disease,0.0,0.0039,0.0039,0.0
Eastern Mediterranean,3,Chronic respiratory diseases,Interstitial lung disease and pulmonary sarcoidosis,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Chronic respiratory diseases,Other pneumoconiosis,0.0,0.0,0.0,0.0134
Eastern Mediterranean,3,Chronic respiratory diseases,Silicosis,0.0,0.0,0.0,0.0113
Eastern Mediterranean,3,Chronic respiratory diseases,Asbestosis,0.0,0.0,0.0,0.0115
Eastern Mediterranean,3,Chronic respiratory diseases,Coal workers pneumoconiosis,0.0,0.0,0.0,0.017
Eastern Mediterranean,3,Diabetes and kidney diseases,Diabetes mellitus type 2,0.0,0.001,0.001,0.0
Eastern Mediterranean,3,Diabetes and kidney diseases,Chronic kidney disease due to other and unspecified causes,0.0002,0.0004,0.0002,0.5565
Eastern Mediterranean,3,Diabetes and kidney diseases,Chronic kidney disease due to diabetes mellitus type 2,0.0001,0.0002,0.0001,0.295
Eastern Mediterranean,3,Diabetes and kidney diseases,Chronic kidney disease due to hypertension,0.0001,0.0001,0.0001,0.6315
Eastern Mediterranean,3,Diabetes and kidney diseases,Chronic kidney disease due to glomerulonephritis,0.0001,0.0001,0.0,0.8804
Eastern Mediterranean,3,Diabetes and kidney diseases,Chronic kidney disease due to diabetes mellitus type 1,0.0,0.0,0.0,0.7895
Eastern Mediterranean,3,Diabetes and kidney diseases,Diabetes mellitus type 1,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Digestive diseases,"Inguinal, femoral, and abdominal hernia",0.0,0.0004,0.0004,0.0
Eastern Mediterranean,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to other causes,0.0,0.0002,0.0002,0.0
Eastern Mediterranean,3,Digestive diseases,Ulcerative colitis,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to hepatitis C,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to hepatitis B,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Digestive diseases,Crohn's disease,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Digestive diseases,Pancreatitis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Digestive diseases,Peptic ulcer disease,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Digestive diseases,Gastritis and duodenitis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to NAFLD,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Digestive diseases,Cirrhosis and other chronic liver diseases due to alcohol use,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Digestive diseases,Vascular intestinal disorders,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Enteric infections,Diarrheal diseases,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS resulting in other diseases,0.0,0.0001,0.0001,0.3417
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,Syphilis,0.0,0.0,0.0,0.0134
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Drug-susceptible Tuberculosis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,Other sexually transmitted infections,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,Chlamydial infection,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,Gonococcal infection,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,HIV/AIDS and sexually transmitted infections,HIV/AIDS - Extensively drug-resistant Tuberculosis,0.0,0.0,0.0,0.0
Eastern Mediterranean,3,Injuries,injuries,0.0,0.0085,0.0085,0.0
Eastern Mediterranean,3,Maternal and neonatal disorders,Neonatal preterm birth,0.0012,0.0042,0.003,0.2773
Eastern Mediterranean,3,Maternal and neonatal disorders,Neonatal encephalopathy due to birth asphyxia and trauma,0.0003,0.0008,0.0005,0.3453
Eastern Mediterranean,3,Maternal and neonatal disorders,Neonatal sepsis and other neonatal infections,0.0002,0.0007,0.0005,0.3442
Eastern Mediterranean,3,Maternal and neonatal disorders,Hemolytic disease and other neonatal jaundice,0.0001,0.0004,0.0002,0.3364
Eastern Mediterranean,3,Maternal and neonatal disorders,Maternal obstructed labor and uterine rupture,0.0,0.0001,0.0001,0.0
Eastern Mediterranean,3,Mental disorders,Major depressive disorder,0.0042,0.0117,0.0076,0.3561
Eastern Mediterranean,3,Mental disorders,Anxiety disorders,0.0,0.0095,0.0095,0.0
Eastern Mediterranean,3,Mental disorders,Conduct disorder,0.0,0.0032,0.0032,0.0
Eastern Mediterranean,3,Mental disorders,Bipolar disorder,0.0,0.003,0.003,0.0
Eastern Mediterranean,3,Mental disorders,Autism spectrum disorders,0.0,0.0025,0.0025,0.0
Eastern Mediterranean,3,Mental disorders,Schizophrenia,0.0024,0.0024,0.0,1.0
Eastern Mediterranean,3,Mental disorders,Bulimia nervosa,0.0,0.0018,0.0018,0.0
Eastern Mediterranean,3,Mental disorders,Other mental disorders,0.0,0.001,0.001,0.0
Eastern Mediterranean,3,Mental disorders,Idiopathic developmental intellectual disability,0.0,0.0006,0.0006,0.0
Eastern Mediterranean,3,Mental disorders,Anorexia nervosa,0.0,0.0004,0.0004,0.0
Eastern Mediterranean,3,Musculoskeletal disorders,Low back pain,0.0,0.0199,0.0199,0.0
Eastern Mediterranean,3,Musculoskeletal disorders,Other musculoskeletal disorders,0.003,0.0087,0.0057,0.3496
Eastern Mediterranean,3,Musculoskeletal disorders,Neck pain,0.0,0.0057,0.0057,0.0
Eastern Mediterranean,3,Musculoskeletal disorders,Osteoarthritis knee,0.0,0.0022,0.0022,0.0
Eastern Mediterranean,3,Musculoskeletal disorders,Osteoarthritis hand,0.0,0.0005,0.0005,0.0
Eastern Mediterranean,3,Musculoskeletal disorders,Osteoarthritis other,0.0,0.0004,0.0004,0.0
Eastern Mediterranean,3,Musculoskeletal disorders,Gout,0.0,0.0004,0.0003,0.1291
Eastern Mediterranean,3,Musculoskeletal disorders,Rheumatoid arthritis,0.0001,0.0002,0.0001,0.3849
Eastern Mediterranean,3,Musculoskeletal disorders,Osteoarthritis hip,0.0,0.0002,0.0002,0.0
Eastern Mediterranean,3,Neglected tropical diseases and malaria,Trachoma,0.0,0.0002,0.0002,0.0
